"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"BTN2A2",814.118083501755,-0.15588413496243,0.0695962547518913,0.0238165042195798,0.0355378673152682
"ZFYVE9",594.612280378755,-0.648294055155744,0.080548630612038,3.66686690914702e-16,2.13289581159496e-15
"TBX18",525.7981812599,-0.665667612944791,0.101588339918107,2.3316327637752e-11,8.84252077071039e-11
"RPAP1",900.76944613109,0.157133745689947,0.0686023424458813,0.020854467171785,0.0314342035599273
"DGKD",720.635052202515,-0.177605669539749,0.0761891809321909,0.0184509135512058,0.0280461364394088
"HERC1",594.094924620227,-0.564557787215428,0.076820441731074,1.06616945948465e-13,4.97386104785842e-13
"MIGA2",981.898569750314,0.426823814865119,0.0738679890953133,5.27391660888712e-09,1.62787261400514e-08
"GNAI1",637.249856080876,-0.452327267380088,0.0842427464275472,5.25975525977927e-08,1.49059520911587e-07
"FTSJ1",958.798579542036,0.260748226430572,0.0720927272662243,0.000260017295391438,0.000504308792570005
"MED27",1036.27535628787,0.436895461812223,0.0642184209689128,7.04857022410602e-12,2.79488914627048e-11
"PPIL4",660.260174264219,-0.409672001575949,0.0901710675094256,3.95130328742585e-06,9.2954427049201e-06
"DTD1",1214.00112988527,0.549230902390459,0.0669569418192684,1.30352929973728e-16,7.89544597386857e-16
"RNF111",556.343754926987,-0.63878279536907,0.0848660633883497,2.32026709331898e-14,1.14161537998905e-13
"TOLLIP",873.009583807537,0.0768417367751872,0.0672317864027015,0.249099856594087,0.304849271562434
"BEND7",689.790352640192,-0.34313696818674,0.0810689134059626,1.82379442420647e-05,3.9959507499532e-05
"ABHD17B",640.136742790951,-0.430511284895029,0.0814398811857791,8.63993989288466e-08,2.39966732141197e-07
"MXRA8",1091.26997421559,0.442830152716504,0.0773451539047107,7.00544546045834e-09,2.13837936155659e-08
"CARMIL1",638.88479482836,-0.31313516461689,0.0792809173344258,6.42434371519633e-05,0.000132805182206195
"STIM1",761.344132990213,-0.11544215153537,0.0723292370521544,0.107043166022859,0.142509593183574
"USP46",570.798459619179,-0.599814392027665,0.0920237588572504,3.48039755575164e-11,1.2983931307047e-10
"DIS3L",703.945877171259,-0.137537745777761,0.0763788518834151,0.0687051451070435,0.0946905026633518
"AACS",850.268629075404,0.250130707550911,0.0743756772833935,0.000678698487366688,0.00125953378390896
"SPG11",654.824402358876,-0.495044871776992,0.0787216469263265,1.9751546113813e-10,6.91380928396655e-10
"SWI5",1481.60930670592,0.800174851200499,0.0747112055667414,2.63645765090188e-27,4.14375026133018e-26
"GPT2",876.632935786456,0.116207371011038,0.0698072063358365,0.0929966440102516,0.125304160756727
"MRPL10",1130.57590132379,0.650693622443645,0.0707229704218522,1.55643939984864e-20,1.30275811142942e-19
"ERMP1",555.208841012941,-0.798059663919392,0.0856195429684001,3.32776622317695e-21,2.9577466609027e-20
"ISY1-RAB43",842.668867575379,0.0409733039298643,0.0931556806485718,0.654882201237012,0.705631651947398
"PHF14",769.070401451638,-0.023733361458639,0.0735689928596382,0.74453929563584,0.784395242323798
"PHPT1",1329.00153480788,0.790881838494328,0.0894198002219435,2.70096151135511e-19,2.02250035301194e-18
"PLPPR2",945.764100313818,0.259296193109627,0.0731624382580153,0.00034387142882557,0.00065731391201671
"SLC2A3",727.540563241681,-0.210637125386879,0.0728680718164781,0.00350679245748292,0.00594415630489352
"POLR1C",923.772846487823,0.292588767500047,0.0715381239427094,3.63690677157285e-05,7.72042111996936e-05
"MIEF1",759.590980951044,-0.238143204541202,0.0795228018521569,0.00244327893290092,0.00423123510429647
"IL6",665.928598041091,-0.409925914521828,0.0748612096181266,3.12576786907852e-08,9.00191808882873e-08
"DDHD1",609.733251304519,-0.623163369649758,0.0785425043777685,9.87990643539096e-16,5.51192631339724e-15
"FAM83G",865.306670477244,0.136447700458417,0.0713363075782582,0.0534965592237082,0.07525078621372
"ARHGEF10",557.74956296735,-0.70153287684044,0.0807878257482988,1.45969879603428e-18,1.03832420681027e-17
"MCUR1",762.500602692709,-0.184352369516444,0.073263701346535,0.0110361089659598,0.0173880857917404
"TNKS",582.809733293594,-0.66804955774188,0.0790939573978227,1.25215709541986e-17,8.26906873582527e-17
"DUSP11",804.667740610892,-0.0309938809212985,0.0691209389833752,0.65099475374021,0.702115367490539
"IFT22",978.024634978182,0.302568201313439,0.0667343338765432,4.83201483904869e-06,1.12497038009995e-05
"SUN2",839.672842092209,0.10462366078173,0.0752928819787587,0.160245877092702,0.20538063286772
"MRPS6",999.108082311336,0.325004753023987,0.0708342482330237,3.62621521038876e-06,8.57099642077358e-06
"TPRG1L",894.101925792556,0.125072401243183,0.0689801229324784,0.0673643382378911,0.0929659542624724
"ABL2",620.24629327015,-0.590845053763788,0.0762158796572164,4.54571622194614e-15,2.40862302639305e-14
"GBP3",766.470668559317,-0.0564051840114142,0.0703999366987539,0.418748913273189,0.480824041342178
"PARP9",637.34137853017,-0.376396542524294,0.0821220313561353,3.44714616461285e-06,8.15488354099143e-06
"TIMM22",1166.4928216898,0.586476829061336,0.0699003292623366,2.47654848891169e-17,1.59674695075438e-16
"FHOD1",994.982354442121,0.421775889807474,0.0729193485108819,5.13535523086907e-09,1.58728092884531e-08
"STK40",958.388781201414,0.248077173456515,0.0724202435663638,0.000541641485302575,0.00101494818779598
"TMEM185B",889.555879600087,0.000981286645452017,0.0695377906278721,0.988639847910901,0.991135857031638
"ZNF131",657.570436848961,-0.358393472856904,0.0838416342780829,1.47909715556753e-05,3.27580227974365e-05
"SEMA4C",770.098998877177,-0.0738171067998985,0.0710177076258874,0.294099424928743,0.353259460494925
"ADAM17",436.948614603561,-1.22815921574351,0.100549287784496,1.65551765976572e-35,5.45149851817e-34
"ARHGEF40",822.553592401265,0.0403839270910753,0.0675544328198877,0.546598651264288,0.60493715802272
"LARS2",706.491525850109,-0.114089078349227,0.077800014110751,0.138071288817239,0.17939567609677
"FUCA1",930.660255513556,0.100250661186637,0.0679353255561749,0.136659451269548,0.177749446203292
"ZNF410",998.993737106171,0.286567083433491,0.068223479234791,2.26316797331174e-05,4.9147548347566e-05
"GSKIP",638.13395644398,-0.404315749990345,0.0993581267516754,3.37857790098493e-05,7.2060316336805e-05
"PLXNA3",729.219019525658,-0.472859432878999,0.0730879510258454,6.32684956160416e-11,2.29682161686523e-10
"ZSCAN29",533.032462835319,-0.816514522353968,0.0889512686558709,1.18166431872279e-20,1.0052709494062e-19
"PKMYT1",1186.2014290918,0.681381827910068,0.0739126160541029,1.21273910506052e-20,1.02588913893622e-19
"FAM133B",674.807862443208,-0.29145469965297,0.0850471438244167,0.000512993670913885,0.000963272260223694
"STARD3NL",720.900135814223,-0.178193313013092,0.0712438061247228,0.0115730058907477,0.018189424043188
"NCOA2",507.796186757793,-0.826470307701769,0.083095456310219,6.9719290052764e-24,7.93659473020546e-23
"ATR",634.392465837145,-0.502651878706008,0.0839158869996342,1.27147222404378e-09,4.15343491333536e-09
"SMIM14",580.074191359143,-0.634154636214463,0.0807327630549845,1.81127819849671e-15,9.88043109410269e-15
"RLIG1",658.56430845578,-0.329627425893057,0.0989591507903671,0.000690927444300097,0.00128046828078183
"RPF1",1026.49687139421,0.473653352604449,0.0835019256287986,9.02048613901619e-09,2.72390032124486e-08
"ZDHHC8",1054.7814441974,0.407393873022753,0.0853339211986543,1.29518120763157e-06,3.21733973950945e-06
"CLSTN3",898.00587366577,0.132960653851267,0.0726044654718599,0.0644133065016143,0.0892675067828264
"HMGN3",1184.10901103724,0.632353951925871,0.0763054999977729,5.29235351414016e-17,3.30032631844833e-16
"NAB2",949.343656731292,0.170919533873229,0.0696688004306076,0.0133030722355328,0.0206917947294849
"G6PC3",1187.66247724718,0.563907376267047,0.0688018986206744,1.33334840322161e-16,8.07243802327129e-16
"SLC35A3",522.611907196679,-0.847367049653076,0.0970323503549718,6.11014816184818e-19,4.44706794248584e-18
"SOWAHC",549.822604563657,-0.71462786794187,0.0840050707685017,6.54880494339047e-18,4.42741189487805e-17
"BRAF",590.845311846586,-0.810357417209206,0.0873452623502481,4.81611690483644e-21,4.2222333981946e-20
"PAXBP1",689.78202421145,-0.379383941007911,0.081719256468888,2.58216063121355e-06,6.18335414721782e-06
